(country(USA))(buy(463)) --> (buy(70)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(463)) --> (buy(353)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(463)) --> (buy(357)), {C=0.0009512161978529692, S=0.0006808676198813345}
(country(USA))(buy(463)) --> (buy(454)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(463)) --> (buy(546)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(463)) --> (buy(572)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(463)) --> (buy(600)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(463)) --> (buy(609)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(463)) --> (buy(670)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(463)) --> (buy(752)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(463)) --> (buy(819)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(463)) --> (buy(873)), {C=0.0009512161978529692, S=0.0006808676198813345}
(country(USA))(buy(463)) --> (buy(884)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(463)) --> (buy(920)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(463)) --> (buy(962)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(463)) --> (buy(995)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(463)) --> (buy(1046)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(463)) --> (buy(1106)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(463)) --> (buy(1195)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(463)) --> (buy(1260)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(463)) --> (buy(1326)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(463)) --> (buy(1341)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(463)) --> (buy(1349)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(463)) --> (buy(1378)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(463)) --> (buy(1388)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(463)) --> (buy(1407)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(463)) --> (buy(1488)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(463)) --> (buy(1534)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(463)) --> (buy(1555)), {C=0.0009512161978529692, S=0.0006808676198813345}
