(country(USA))(buy(773)) --> (buy(349)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(773)) --> (buy(417)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(773)) --> (buy(474)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(773)) --> (buy(480)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(773)) --> (buy(584)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(773)) --> (buy(952)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(773)) --> (buy(1046)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(773)) --> (buy(1152)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(773)) --> (buy(1382)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(773)) --> (buy(1387)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(773)) --> (buy(1455)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(773)) --> (buy(1489)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(773)) --> (buy(1514)), {C=0.0006794401413235494, S=0.00048633401420095323}
