(country(USA))(buy(384)) --> (buy(334)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(384)) --> (buy(394)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(384)) --> (buy(428)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(384)) --> (buy(431)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(384)) --> (buy(484)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(384)) --> (buy(535)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(384)) --> (buy(569)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(384)) --> (buy(627)), {C=0.0009512161978529692, S=0.0006808676198813345}
(country(USA))(buy(384)) --> (buy(645)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(384)) --> (buy(652)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(384)) --> (buy(710)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(384)) --> (buy(751)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(384)) --> (buy(860)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(384)) --> (buy(933)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(384)) --> (buy(956)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(384)) --> (buy(1000)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(384)) --> (buy(1087)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(384)) --> (buy(1193)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(384)) --> (buy(1200)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(384)) --> (buy(1238)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(384)) --> (buy(1326)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(384)) --> (buy(1426)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(384)) --> (buy(1434)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(384)) --> (buy(1476)), {C=0.0009512161978529692, S=0.0006808676198813345}
