(country(USA))(buy(17)) --> (buy(116)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(17)) --> (buy(261)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(17)) --> (buy(360)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(17)) --> (buy(420)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(17)) --> (buy(443)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(17)) --> (buy(779)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(17)) --> (buy(903)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(17)) --> (buy(1222)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(17)) --> (buy(1265)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(17)) --> (buy(1485)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(17)) --> (buy(1525)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(17)) --> (buy(1536)), {C=0.0006794401413235494, S=0.00048633401420095323}
