(country(USA))(buy(1357)) --> (buy(71)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1357)) --> (buy(96)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1357)) --> (buy(271)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1357)) --> (buy(415)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1357)) --> (buy(446)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(1357)) --> (buy(481)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1357)) --> (buy(558)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1357)) --> (buy(608)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(1357)) --> (buy(633)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1357)) --> (buy(641)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1357)) --> (buy(902)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(1357)) --> (buy(1036)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(1357)) --> (buy(1064)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1357)) --> (buy(1124)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1357)) --> (buy(1290)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1357)) --> (buy(1291)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1357)) --> (buy(1384)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1357)) --> (buy(1390)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1357)) --> (buy(1452)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1357)) --> (buy(1463)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1357)) --> (buy(1479)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1357)) --> (buy(1523)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1357)) --> (buy(1553)), {C=0.0008153281695882593, S=0.0005836008170411438}
