(country(USA))(buy(883)) --> (buy(124)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(883)) --> (buy(261)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(883)) --> (buy(293)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(883)) --> (buy(318)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(883)) --> (buy(326)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(883)) --> (buy(357)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(883)) --> (buy(407)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(883)) --> (buy(422)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(883)) --> (buy(473)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(883)) --> (buy(480)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(883)) --> (buy(550)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(883)) --> (buy(587)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(883)) --> (buy(600)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(883)) --> (buy(611)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(883)) --> (buy(612)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(883)) --> (buy(627)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(883)) --> (buy(677)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(883)) --> (buy(683)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(883)) --> (buy(800)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(883)) --> (buy(933)), {C=0.001358880282647099, S=0.0009726680284019065}
(country(USA))(buy(883)) --> (buy(934)), {C=0.0009512161978529692, S=0.0006808676198813345}
(country(USA))(buy(883)) --> (buy(982)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(883)) --> (buy(1139)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(883)) --> (buy(1260)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(883)) --> (buy(1261)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(883)) --> (buy(1266)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(883)) --> (buy(1443)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(883)) --> (buy(1459)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(883)) --> (buy(1555)), {C=0.0006794401413235494, S=0.00048633401420095323}
