(country(USA))(buy(216)) --> (buy(16)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(216)) --> (buy(316)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(216)) --> (buy(503)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(216)) --> (buy(505)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(216)) --> (buy(533)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(216)) --> (buy(599)), {C=0.0009512161978529692, S=0.0006808676198813345}
(country(USA))(buy(216)) --> (buy(609)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(216)) --> (buy(610)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(216)) --> (buy(739)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(216)) --> (buy(776)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(216)) --> (buy(855)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(216)) --> (buy(915)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(216)) --> (buy(1228)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(216)) --> (buy(1237)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(216)) --> (buy(1280)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(216)) --> (buy(1298)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(216)) --> (buy(1388)), {C=0.0006794401413235494, S=0.00048633401420095323}
