(country(USA))(buy(528)) --> (buy(39)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(528)) --> (buy(185)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(528)) --> (buy(191)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(528)) --> (buy(328)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(528)) --> (buy(345)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(528)) --> (buy(585)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(528)) --> (buy(611)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(528)) --> (buy(745)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(528)) --> (buy(887)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(528)) --> (buy(1091)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(528)) --> (buy(1260)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(528)) --> (buy(1310)), {C=0.0006794401413235494, S=0.00048633401420095323}
