(country(USA))(buy(642)) --> (buy(332)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(642)) --> (buy(413)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(642)) --> (buy(426)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(642)) --> (buy(428)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(642)) --> (buy(465)), {C=0.0009512161978529692, S=0.0006808676198813345}
(country(USA))(buy(642)) --> (buy(548)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(642)) --> (buy(604)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(642)) --> (buy(609)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(642)) --> (buy(865)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(642)) --> (buy(1058)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(642)) --> (buy(1457)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(642)) --> (buy(1497)), {C=0.0008153281695882593, S=0.0005836008170411438}
