(country(USA))(buy(813)) --> (buy(11)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(813)) --> (buy(181)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(813)) --> (buy(208)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(813)) --> (buy(303)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(813)) --> (buy(364)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(813)) --> (buy(404)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(813)) --> (buy(443)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(813)) --> (buy(597)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(813)) --> (buy(653)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(813)) --> (buy(673)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(813)) --> (buy(934)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(813)) --> (buy(1002)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(813)) --> (buy(1013)), {C=0.0009512161978529692, S=0.0006808676198813345}
(country(USA))(buy(813)) --> (buy(1019)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(813)) --> (buy(1063)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(813)) --> (buy(1086)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(813)) --> (buy(1101)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(813)) --> (buy(1214)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(813)) --> (buy(1295)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(813)) --> (buy(1389)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(813)) --> (buy(1423)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(813)) --> (buy(1473)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(813)) --> (buy(1482)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(813)) --> (buy(1539)), {C=0.0006794401413235494, S=0.00048633401420095323}
