(country(USA))(buy(1450)) --> (buy(81)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1450)) --> (buy(98)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(1450)) --> (buy(148)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1450)) --> (buy(219)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1450)) --> (buy(337)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1450)) --> (buy(358)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1450)) --> (buy(389)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1450)) --> (buy(414)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1450)) --> (buy(447)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(1450)) --> (buy(519)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1450)) --> (buy(674)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1450)) --> (buy(689)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1450)) --> (buy(1044)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1450)) --> (buy(1161)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1450)) --> (buy(1367)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1450)) --> (buy(1494)), {C=0.0009512161978529692, S=0.0006808676198813345}
(country(USA))(buy(1450)) --> (buy(1500)), {C=0.0008153281695882593, S=0.0005836008170411438}
