(country(USA))(buy(385)) --> (buy(15)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(385)) --> (buy(48)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(385)) --> (buy(119)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(385)) --> (buy(325)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(385)) --> (buy(362)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(385)) --> (buy(383)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(385)) --> (buy(404)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(385)) --> (buy(446)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(385)) --> (buy(525)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(385)) --> (buy(735)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(385)) --> (buy(759)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(385)) --> (buy(795)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(385)) --> (buy(898)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(385)) --> (buy(928)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(385)) --> (buy(934)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(385)) --> (buy(1006)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(385)) --> (buy(1007)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(385)) --> (buy(1467)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(385)) --> (buy(1473)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(385)) --> (buy(1479)), {C=0.0008153281695882593, S=0.0005836008170411438}
