(country(USA))(buy(992)) --> (buy(76)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(992)) --> (buy(210)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(992)) --> (buy(359)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(992)) --> (buy(419)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(992)) --> (buy(542)), {C=0.0009512161978529692, S=0.0006808676198813345}
(country(USA))(buy(992)) --> (buy(549)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(992)) --> (buy(630)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(992)) --> (buy(903)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(992)) --> (buy(1196)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(992)) --> (buy(1419)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(992)) --> (buy(1434)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(992)) --> (buy(1479)), {C=0.0006794401413235494, S=0.00048633401420095323}
