(country(USA))(buy(929)) --> (buy(278)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(929)) --> (buy(574)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(929)) --> (buy(590)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(929)) --> (buy(665)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(929)) --> (buy(814)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(929)) --> (buy(879)), {C=0.0009512161978529692, S=0.0006808676198813345}
(country(USA))(buy(929)) --> (buy(925)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(929)) --> (buy(926)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(929)) --> (buy(1156)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(929)) --> (buy(1179)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(929)) --> (buy(1388)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(929)) --> (buy(1411)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(929)) --> (buy(1422)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(929)) --> (buy(1428)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(929)) --> (buy(1465)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(929)) --> (buy(1467)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(929)) --> (buy(1491)), {C=0.0006794401413235494, S=0.00048633401420095323}
