(country(USA))(buy(61)) --> (buy(221)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(61)) --> (buy(290)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(61)) --> (buy(404)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(61)) --> (buy(580)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(61)) --> (buy(897)), {C=0.0010871042261176792, S=0.0007781344227215252}
(country(USA))(buy(61)) --> (buy(943)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(61)) --> (buy(1112)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(61)) --> (buy(1192)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(61)) --> (buy(1203)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(61)) --> (buy(1246)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(61)) --> (buy(1276)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(61)) --> (buy(1436)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(61)) --> (buy(1452)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(61)) --> (buy(1479)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(61)) --> (buy(1519)), {C=0.0008153281695882593, S=0.0005836008170411438}
