(country(USA))(buy(1297)) --> (buy(168)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1297)) --> (buy(195)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(1297)) --> (buy(265)), {C=0.0009512161978529692, S=0.0006808676198813345}
(country(USA))(buy(1297)) --> (buy(565)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1297)) --> (buy(594)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(1297)) --> (buy(666)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1297)) --> (buy(988)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1297)) --> (buy(1031)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1297)) --> (buy(1050)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1297)) --> (buy(1091)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1297)) --> (buy(1110)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1297)) --> (buy(1176)), {C=0.0006794401413235494, S=0.00048633401420095323}
