(country(USA))(buy(202)) --> (buy(312)), {C=0.0009512161978529692, S=0.0006808676198813345}
(country(USA))(buy(202)) --> (buy(466)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(202)) --> (buy(542)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(202)) --> (buy(568)), {C=0.0009512161978529692, S=0.0006808676198813345}
(country(USA))(buy(202)) --> (buy(662)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(202)) --> (buy(834)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(202)) --> (buy(995)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(202)) --> (buy(1225)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(202)) --> (buy(1341)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(202)) --> (buy(1430)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(202)) --> (buy(1477)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(202)) --> (buy(1554)), {C=0.0006794401413235494, S=0.00048633401420095323}
