(country(USA))(buy(1064)) --> (buy(312)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1064)) --> (buy(346)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1064)) --> (buy(617)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1064)) --> (buy(848)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(1064)) --> (buy(964)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(1064)) --> (buy(984)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1064)) --> (buy(991)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1064)) --> (buy(1031)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(1064)) --> (buy(1357)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1064)) --> (buy(1407)), {C=0.0009512161978529692, S=0.0006808676198813345}
(country(USA))(buy(1064)) --> (buy(1507)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1064)) --> (buy(1555)), {C=0.0008153281695882593, S=0.0005836008170411438}
