(country(USA))(buy(872)) --> (buy(62)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(872)) --> (buy(80)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(872)) --> (buy(90)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(872)) --> (buy(196)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(872)) --> (buy(589)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(872)) --> (buy(600)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(872)) --> (buy(644)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(872)) --> (buy(649)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(872)) --> (buy(833)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(872)) --> (buy(849)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(872)) --> (buy(984)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(872)) --> (buy(1150)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(872)) --> (buy(1154)), {C=0.0006794401413235494, S=0.00048633401420095323}
