(country(USA))(buy(516)) --> (buy(44)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(516)) --> (buy(416)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(516)) --> (buy(420)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(516)) --> (buy(466)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(516)) --> (buy(751)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(516)) --> (buy(866)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(516)) --> (buy(932)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(516)) --> (buy(1059)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(516)) --> (buy(1353)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(516)) --> (buy(1431)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(516)) --> (buy(1554)), {C=0.0006794401413235494, S=0.00048633401420095323}
