(country(USA))(buy(839)) --> (buy(234)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(839)) --> (buy(312)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(839)) --> (buy(390)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(839)) --> (buy(423)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(839)) --> (buy(490)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(839)) --> (buy(549)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(839)) --> (buy(573)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(839)) --> (buy(583)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(839)) --> (buy(600)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(839)) --> (buy(660)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(839)) --> (buy(819)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(839)) --> (buy(862)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(839)) --> (buy(1033)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(839)) --> (buy(1093)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(839)) --> (buy(1149)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(839)) --> (buy(1189)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(839)) --> (buy(1333)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(839)) --> (buy(1449)), {C=0.0006794401413235494, S=0.00048633401420095323}
