(buy(126)) --> (buy(70)), {C=0.09523809523809523, S=0.0005836008170411438}
(buy(126)) --> (buy(80)), {C=0.07936507936507937, S=0.00048633401420095323}
(buy(126)) --> (buy(83)), {C=0.07936507936507937, S=0.00048633401420095323}
(buy(126)) --> (buy(103)), {C=0.09523809523809523, S=0.0005836008170411438}
(buy(126)) --> (buy(116)), {C=0.09523809523809523, S=0.0005836008170411438}
(buy(126)) --> (buy(122)), {C=0.07936507936507937, S=0.00048633401420095323}
(buy(126)) --> (buy(172)), {C=0.09523809523809523, S=0.0005836008170411438}
(buy(126)) --> (buy(255)), {C=0.07936507936507937, S=0.00048633401420095323}
(buy(126)) --> (buy(332)), {C=0.07936507936507937, S=0.00048633401420095323}
(buy(126)) --> (buy(455)), {C=0.07936507936507937, S=0.00048633401420095323}
(buy(126)) --> (buy(464)), {C=0.07936507936507937, S=0.00048633401420095323}
(buy(126)) --> (buy(515)), {C=0.09523809523809523, S=0.0005836008170411438}
(buy(126)) --> (buy(570)), {C=0.07936507936507937, S=0.00048633401420095323}
(buy(126)) --> (buy(613)), {C=0.07936507936507937, S=0.00048633401420095323}
(buy(126)) --> (buy(679)), {C=0.07936507936507937, S=0.00048633401420095323}
(buy(126)) --> (buy(753)), {C=0.07936507936507937, S=0.00048633401420095323}
(buy(126)) --> (buy(884)), {C=0.07936507936507937, S=0.00048633401420095323}
(buy(126)) --> (buy(1102)), {C=0.07936507936507937, S=0.00048633401420095323}
(buy(126)) --> (buy(1158)), {C=0.07936507936507937, S=0.00048633401420095323}
(buy(126)) --> (buy(1330)), {C=0.07936507936507937, S=0.00048633401420095323}
(buy(126)) --> (buy(1334)), {C=0.09523809523809523, S=0.0005836008170411438}
(buy(126)) --> (buy(1341)), {C=0.07936507936507937, S=0.00048633401420095323}
(buy(126)) --> (buy(1368)), {C=0.14285714285714288, S=0.0008754012255617158}
(buy(126)) --> (buy(1394)), {C=0.07936507936507937, S=0.00048633401420095323}
(buy(126)) --> (buy(1401)), {C=0.07936507936507937, S=0.00048633401420095323}
(buy(126)) --> (buy(1472)), {C=0.07936507936507937, S=0.00048633401420095323}
(buy(126)) --> (buy(1514)), {C=0.07936507936507937, S=0.00048633401420095323}
(buy(126)) --> (buy(1558)), {C=0.07936507936507937, S=0.00048633401420095323}
