(buy(1396)) --> (buy(37)), {C=0.07936507936507937, S=0.00048633401420095323}
(buy(1396)) --> (buy(70)), {C=0.07936507936507937, S=0.00048633401420095323}
(buy(1396)) --> (buy(559)), {C=0.07936507936507937, S=0.00048633401420095323}
(buy(1396)) --> (buy(593)), {C=0.09523809523809523, S=0.0005836008170411438}
(buy(1396)) --> (buy(670)), {C=0.07936507936507937, S=0.00048633401420095323}
(buy(1396)) --> (buy(830)), {C=0.07936507936507937, S=0.00048633401420095323}
(buy(1396)) --> (buy(887)), {C=0.09523809523809523, S=0.0005836008170411438}
(buy(1396)) --> (buy(896)), {C=0.07936507936507937, S=0.00048633401420095323}
(buy(1396)) --> (buy(901)), {C=0.07936507936507937, S=0.00048633401420095323}
(buy(1396)) --> (buy(951)), {C=0.07936507936507937, S=0.00048633401420095323}
(buy(1396)) --> (buy(980)), {C=0.07936507936507937, S=0.00048633401420095323}
(buy(1396)) --> (buy(1086)), {C=0.07936507936507937, S=0.00048633401420095323}
(buy(1396)) --> (buy(1176)), {C=0.07936507936507937, S=0.00048633401420095323}
(buy(1396)) --> (buy(1546)), {C=0.09523809523809523, S=0.0005836008170411438}
