(buy(568)) --> (buy(29)), {C=0.07142857142857144, S=0.00048633401420095323}
(buy(568)) --> (buy(65)), {C=0.08571428571428572, S=0.0005836008170411438}
(buy(568)) --> (buy(98)), {C=0.07142857142857144, S=0.00048633401420095323}
(buy(568)) --> (buy(174)), {C=0.07142857142857144, S=0.00048633401420095323}
(buy(568)) --> (buy(202)), {C=0.09999999999999999, S=0.0006808676198813345}
(buy(568)) --> (buy(219)), {C=0.07142857142857144, S=0.00048633401420095323}
(buy(568)) --> (buy(375)), {C=0.07142857142857144, S=0.00048633401420095323}
(buy(568)) --> (buy(380)), {C=0.08571428571428572, S=0.0005836008170411438}
(buy(568)) --> (buy(473)), {C=0.07142857142857144, S=0.00048633401420095323}
(buy(568)) --> (buy(501)), {C=0.07142857142857144, S=0.00048633401420095323}
(buy(568)) --> (buy(502)), {C=0.07142857142857144, S=0.00048633401420095323}
(buy(568)) --> (buy(585)), {C=0.07142857142857144, S=0.00048633401420095323}
(buy(568)) --> (buy(609)), {C=0.07142857142857144, S=0.00048633401420095323}
(buy(568)) --> (buy(647)), {C=0.07142857142857144, S=0.00048633401420095323}
(buy(568)) --> (buy(660)), {C=0.07142857142857144, S=0.00048633401420095323}
(buy(568)) --> (buy(665)), {C=0.07142857142857144, S=0.00048633401420095323}
(buy(568)) --> (buy(668)), {C=0.07142857142857144, S=0.00048633401420095323}
(buy(568)) --> (buy(674)), {C=0.07142857142857144, S=0.00048633401420095323}
(buy(568)) --> (buy(805)), {C=0.07142857142857144, S=0.00048633401420095323}
(buy(568)) --> (buy(871)), {C=0.07142857142857144, S=0.00048633401420095323}
(buy(568)) --> (buy(878)), {C=0.08571428571428572, S=0.0005836008170411438}
(buy(568)) --> (buy(998)), {C=0.07142857142857144, S=0.00048633401420095323}
(buy(568)) --> (buy(1011)), {C=0.08571428571428572, S=0.0005836008170411438}
(buy(568)) --> (buy(1083)), {C=0.07142857142857144, S=0.00048633401420095323}
(buy(568)) --> (buy(1144)), {C=0.08571428571428572, S=0.0005836008170411438}
(buy(568)) --> (buy(1188)), {C=0.07142857142857144, S=0.00048633401420095323}
(buy(568)) --> (buy(1211)), {C=0.07142857142857144, S=0.00048633401420095323}
(buy(568)) --> (buy(1264)), {C=0.07142857142857144, S=0.00048633401420095323}
(buy(568)) --> (buy(1383)), {C=0.08571428571428572, S=0.0005836008170411438}
(buy(568)) --> (buy(1387)), {C=0.07142857142857144, S=0.00048633401420095323}
(buy(568)) --> (buy(1443)), {C=0.09999999999999999, S=0.0006808676198813345}
