(buy(837)) --> (buy(76)), {C=0.0819672131147541, S=0.00048633401420095323}
(buy(837)) --> (buy(115)), {C=0.0819672131147541, S=0.00048633401420095323}
(buy(837)) --> (buy(227)), {C=0.0819672131147541, S=0.00048633401420095323}
(buy(837)) --> (buy(337)), {C=0.09836065573770492, S=0.0005836008170411438}
(buy(837)) --> (buy(360)), {C=0.0819672131147541, S=0.00048633401420095323}
(buy(837)) --> (buy(567)), {C=0.0819672131147541, S=0.00048633401420095323}
(buy(837)) --> (buy(581)), {C=0.0819672131147541, S=0.00048633401420095323}
(buy(837)) --> (buy(838)), {C=0.0819672131147541, S=0.00048633401420095323}
(buy(837)) --> (buy(843)), {C=0.0819672131147541, S=0.00048633401420095323}
(buy(837)) --> (buy(854)), {C=0.0819672131147541, S=0.00048633401420095323}
(buy(837)) --> (buy(860)), {C=0.0819672131147541, S=0.00048633401420095323}
(buy(837)) --> (buy(905)), {C=0.0819672131147541, S=0.00048633401420095323}
(buy(837)) --> (buy(1159)), {C=0.0819672131147541, S=0.00048633401420095323}
(buy(837)) --> (buy(1248)), {C=0.0819672131147541, S=0.00048633401420095323}
(buy(837)) --> (buy(1496)), {C=0.0819672131147541, S=0.00048633401420095323}
