(buy(279)) --> (buy(162)), {C=0.12244897959183672, S=0.0005836008170411438}
(buy(279)) --> (buy(206)), {C=0.1020408163265306, S=0.00048633401420095323}
(buy(279)) --> (buy(339)), {C=0.12244897959183672, S=0.0005836008170411438}
(buy(279)) --> (buy(414)), {C=0.1020408163265306, S=0.00048633401420095323}
(buy(279)) --> (buy(535)), {C=0.1020408163265306, S=0.00048633401420095323}
(buy(279)) --> (buy(1028)), {C=0.1020408163265306, S=0.00048633401420095323}
(buy(279)) --> (buy(1087)), {C=0.1020408163265306, S=0.00048633401420095323}
(buy(279)) --> (buy(1101)), {C=0.1020408163265306, S=0.00048633401420095323}
(buy(279)) --> (buy(1155)), {C=0.14285714285714282, S=0.0006808676198813345}
(buy(279)) --> (buy(1288)), {C=0.1020408163265306, S=0.00048633401420095323}
(buy(279)) --> (buy(1394)), {C=0.12244897959183672, S=0.0005836008170411438}
(buy(279)) --> (buy(1435)), {C=0.1020408163265306, S=0.00048633401420095323}
(buy(279)) --> (buy(1523)), {C=0.1020408163265306, S=0.00048633401420095323}
