(buy(216)) --> (buy(16)), {C=0.09090909090909091, S=0.00048633401420095323}
(buy(216)) --> (buy(316)), {C=0.10909090909090909, S=0.0005836008170411438}
(buy(216)) --> (buy(503)), {C=0.10909090909090909, S=0.0005836008170411438}
(buy(216)) --> (buy(505)), {C=0.09090909090909091, S=0.00048633401420095323}
(buy(216)) --> (buy(533)), {C=0.09090909090909091, S=0.00048633401420095323}
(buy(216)) --> (buy(599)), {C=0.12727272727272726, S=0.0006808676198813345}
(buy(216)) --> (buy(609)), {C=0.10909090909090909, S=0.0005836008170411438}
(buy(216)) --> (buy(610)), {C=0.09090909090909091, S=0.00048633401420095323}
(buy(216)) --> (buy(739)), {C=0.09090909090909091, S=0.00048633401420095323}
(buy(216)) --> (buy(776)), {C=0.09090909090909091, S=0.00048633401420095323}
(buy(216)) --> (buy(855)), {C=0.09090909090909091, S=0.00048633401420095323}
(buy(216)) --> (buy(915)), {C=0.09090909090909091, S=0.00048633401420095323}
(buy(216)) --> (buy(1228)), {C=0.09090909090909091, S=0.00048633401420095323}
(buy(216)) --> (buy(1237)), {C=0.09090909090909091, S=0.00048633401420095323}
(buy(216)) --> (buy(1280)), {C=0.09090909090909091, S=0.00048633401420095323}
(buy(216)) --> (buy(1298)), {C=0.10909090909090909, S=0.0005836008170411438}
(buy(216)) --> (buy(1388)), {C=0.09090909090909091, S=0.00048633401420095323}
