(buy(574)) --> (buy(285)), {C=0.0892857142857143, S=0.00048633401420095323}
(buy(574)) --> (buy(311)), {C=0.0892857142857143, S=0.00048633401420095323}
(buy(574)) --> (buy(390)), {C=0.0892857142857143, S=0.00048633401420095323}
(buy(574)) --> (buy(408)), {C=0.0892857142857143, S=0.00048633401420095323}
(buy(574)) --> (buy(521)), {C=0.0892857142857143, S=0.00048633401420095323}
(buy(574)) --> (buy(544)), {C=0.0892857142857143, S=0.00048633401420095323}
(buy(574)) --> (buy(563)), {C=0.0892857142857143, S=0.00048633401420095323}
(buy(574)) --> (buy(578)), {C=0.0892857142857143, S=0.00048633401420095323}
(buy(574)) --> (buy(634)), {C=0.10714285714285714, S=0.0005836008170411438}
(buy(574)) --> (buy(680)), {C=0.0892857142857143, S=0.00048633401420095323}
(buy(574)) --> (buy(830)), {C=0.0892857142857143, S=0.00048633401420095323}
(buy(574)) --> (buy(853)), {C=0.10714285714285714, S=0.0005836008170411438}
(buy(574)) --> (buy(917)), {C=0.10714285714285714, S=0.0005836008170411438}
(buy(574)) --> (buy(923)), {C=0.10714285714285714, S=0.0005836008170411438}
(buy(574)) --> (buy(929)), {C=0.0892857142857143, S=0.00048633401420095323}
(buy(574)) --> (buy(946)), {C=0.10714285714285714, S=0.0005836008170411438}
(buy(574)) --> (buy(953)), {C=0.0892857142857143, S=0.00048633401420095323}
(buy(574)) --> (buy(1063)), {C=0.0892857142857143, S=0.00048633401420095323}
(buy(574)) --> (buy(1177)), {C=0.0892857142857143, S=0.00048633401420095323}
(buy(574)) --> (buy(1289)), {C=0.0892857142857143, S=0.00048633401420095323}
(buy(574)) --> (buy(1311)), {C=0.0892857142857143, S=0.00048633401420095323}
(buy(574)) --> (buy(1383)), {C=0.10714285714285714, S=0.0005836008170411438}
(buy(574)) --> (buy(1423)), {C=0.0892857142857143, S=0.00048633401420095323}
(buy(574)) --> (buy(1446)), {C=0.10714285714285714, S=0.0005836008170411438}
(buy(574)) --> (buy(1461)), {C=0.10714285714285714, S=0.0005836008170411438}
(buy(574)) --> (buy(1462)), {C=0.10714285714285714, S=0.0005836008170411438}
(buy(574)) --> (buy(1523)), {C=0.10714285714285714, S=0.0005836008170411438}
