(buy(1149)) --> (buy(246)), {C=0.125, S=0.0006808676198813345}
(buy(1149)) --> (buy(640)), {C=0.0892857142857143, S=0.00048633401420095323}
(buy(1149)) --> (buy(760)), {C=0.0892857142857143, S=0.00048633401420095323}
(buy(1149)) --> (buy(823)), {C=0.0892857142857143, S=0.00048633401420095323}
(buy(1149)) --> (buy(839)), {C=0.0892857142857143, S=0.00048633401420095323}
(buy(1149)) --> (buy(939)), {C=0.14285714285714288, S=0.0007781344227215252}
(buy(1149)) --> (buy(1033)), {C=0.10714285714285714, S=0.0005836008170411438}
(buy(1149)) --> (buy(1166)), {C=0.10714285714285714, S=0.0005836008170411438}
(buy(1149)) --> (buy(1167)), {C=0.0892857142857143, S=0.00048633401420095323}
(buy(1149)) --> (buy(1232)), {C=0.0892857142857143, S=0.00048633401420095323}
(buy(1149)) --> (buy(1299)), {C=0.0892857142857143, S=0.00048633401420095323}
