(buy(1447)) --> (buy(96)), {C=0.07575757575757576, S=0.00048633401420095323}
(buy(1447)) --> (buy(132)), {C=0.0909090909090909, S=0.0005836008170411438}
(buy(1447)) --> (buy(477)), {C=0.07575757575757576, S=0.00048633401420095323}
(buy(1447)) --> (buy(482)), {C=0.07575757575757576, S=0.00048633401420095323}
(buy(1447)) --> (buy(498)), {C=0.07575757575757576, S=0.00048633401420095323}
(buy(1447)) --> (buy(511)), {C=0.12121212121212122, S=0.0007781344227215252}
(buy(1447)) --> (buy(576)), {C=0.07575757575757576, S=0.00048633401420095323}
(buy(1447)) --> (buy(666)), {C=0.07575757575757576, S=0.00048633401420095323}
(buy(1447)) --> (buy(685)), {C=0.0909090909090909, S=0.0005836008170411438}
(buy(1447)) --> (buy(707)), {C=0.07575757575757576, S=0.00048633401420095323}
(buy(1447)) --> (buy(748)), {C=0.07575757575757576, S=0.00048633401420095323}
(buy(1447)) --> (buy(758)), {C=0.07575757575757576, S=0.00048633401420095323}
(buy(1447)) --> (buy(948)), {C=0.07575757575757576, S=0.00048633401420095323}
(buy(1447)) --> (buy(991)), {C=0.07575757575757576, S=0.00048633401420095323}
(buy(1447)) --> (buy(1191)), {C=0.07575757575757576, S=0.00048633401420095323}
(buy(1447)) --> (buy(1270)), {C=0.07575757575757576, S=0.00048633401420095323}
(buy(1447)) --> (buy(1291)), {C=0.10606060606060605, S=0.0006808676198813345}
(buy(1447)) --> (buy(1422)), {C=0.0909090909090909, S=0.0005836008170411438}
(buy(1447)) --> (buy(1436)), {C=0.07575757575757576, S=0.00048633401420095323}
