(buy(622)) --> (buy(25)), {C=0.07246376811594203, S=0.00048633401420095323}
(buy(622)) --> (buy(106)), {C=0.07246376811594203, S=0.00048633401420095323}
(buy(622)) --> (buy(272)), {C=0.08695652173913043, S=0.0005836008170411438}
(buy(622)) --> (buy(379)), {C=0.07246376811594203, S=0.00048633401420095323}
(buy(622)) --> (buy(593)), {C=0.07246376811594203, S=0.00048633401420095323}
(buy(622)) --> (buy(594)), {C=0.07246376811594203, S=0.00048633401420095323}
(buy(622)) --> (buy(599)), {C=0.07246376811594203, S=0.00048633401420095323}
(buy(622)) --> (buy(610)), {C=0.08695652173913043, S=0.0005836008170411438}
(buy(622)) --> (buy(626)), {C=0.08695652173913043, S=0.0005836008170411438}
(buy(622)) --> (buy(645)), {C=0.07246376811594203, S=0.00048633401420095323}
(buy(622)) --> (buy(676)), {C=0.07246376811594203, S=0.00048633401420095323}
(buy(622)) --> (buy(826)), {C=0.07246376811594203, S=0.00048633401420095323}
(buy(622)) --> (buy(876)), {C=0.07246376811594203, S=0.00048633401420095323}
(buy(622)) --> (buy(1205)), {C=0.07246376811594203, S=0.00048633401420095323}
(buy(622)) --> (buy(1271)), {C=0.07246376811594203, S=0.00048633401420095323}
(buy(622)) --> (buy(1321)), {C=0.07246376811594203, S=0.00048633401420095323}
(buy(622)) --> (buy(1398)), {C=0.07246376811594203, S=0.00048633401420095323}
(buy(622)) --> (buy(1401)), {C=0.07246376811594203, S=0.00048633401420095323}
(buy(622)) --> (buy(1427)), {C=0.07246376811594203, S=0.00048633401420095323}
(buy(622)) --> (buy(1454)), {C=0.08695652173913043, S=0.0005836008170411438}
(buy(622)) --> (buy(1531)), {C=0.07246376811594203, S=0.00048633401420095323}
