(buy(916)) --> (buy(194)), {C=0.0819672131147541, S=0.00048633401420095323}
(buy(916)) --> (buy(196)), {C=0.0819672131147541, S=0.00048633401420095323}
(buy(916)) --> (buy(274)), {C=0.0819672131147541, S=0.00048633401420095323}
(buy(916)) --> (buy(378)), {C=0.0819672131147541, S=0.00048633401420095323}
(buy(916)) --> (buy(422)), {C=0.0819672131147541, S=0.00048633401420095323}
(buy(916)) --> (buy(525)), {C=0.0819672131147541, S=0.00048633401420095323}
(buy(916)) --> (buy(546)), {C=0.0819672131147541, S=0.00048633401420095323}
(buy(916)) --> (buy(805)), {C=0.0819672131147541, S=0.00048633401420095323}
(buy(916)) --> (buy(838)), {C=0.0819672131147541, S=0.00048633401420095323}
(buy(916)) --> (buy(866)), {C=0.13114754098360656, S=0.0007781344227215252}
(buy(916)) --> (buy(871)), {C=0.0819672131147541, S=0.00048633401420095323}
(buy(916)) --> (buy(900)), {C=0.0819672131147541, S=0.00048633401420095323}
(buy(916)) --> (buy(915)), {C=0.14754098360655737, S=0.0008754012255617158}
(buy(916)) --> (buy(933)), {C=0.0819672131147541, S=0.00048633401420095323}
(buy(916)) --> (buy(953)), {C=0.0819672131147541, S=0.00048633401420095323}
(buy(916)) --> (buy(966)), {C=0.09836065573770492, S=0.0005836008170411438}
(buy(916)) --> (buy(1006)), {C=0.0819672131147541, S=0.00048633401420095323}
(buy(916)) --> (buy(1142)), {C=0.0819672131147541, S=0.00048633401420095323}
(buy(916)) --> (buy(1171)), {C=0.0819672131147541, S=0.00048633401420095323}
(buy(916)) --> (buy(1292)), {C=0.0819672131147541, S=0.00048633401420095323}
(buy(916)) --> (buy(1422)), {C=0.09836065573770492, S=0.0005836008170411438}
(buy(916)) --> (buy(1452)), {C=0.0819672131147541, S=0.00048633401420095323}
