(buy(445)) --> (buy(102)), {C=0.09999999999999999, S=0.0005836008170411438}
(buy(445)) --> (buy(118)), {C=0.08333333333333334, S=0.00048633401420095323}
(buy(445)) --> (buy(146)), {C=0.09999999999999999, S=0.0005836008170411438}
(buy(445)) --> (buy(180)), {C=0.11666666666666665, S=0.0006808676198813345}
(buy(445)) --> (buy(195)), {C=0.08333333333333334, S=0.00048633401420095323}
(buy(445)) --> (buy(199)), {C=0.08333333333333334, S=0.00048633401420095323}
(buy(445)) --> (buy(278)), {C=0.08333333333333334, S=0.00048633401420095323}
(buy(445)) --> (buy(335)), {C=0.09999999999999999, S=0.0005836008170411438}
(buy(445)) --> (buy(339)), {C=0.08333333333333334, S=0.00048633401420095323}
(buy(445)) --> (buy(362)), {C=0.08333333333333334, S=0.00048633401420095323}
(buy(445)) --> (buy(392)), {C=0.08333333333333334, S=0.00048633401420095323}
(buy(445)) --> (buy(443)), {C=0.08333333333333334, S=0.00048633401420095323}
(buy(445)) --> (buy(501)), {C=0.08333333333333334, S=0.00048633401420095323}
(buy(445)) --> (buy(505)), {C=0.09999999999999999, S=0.0005836008170411438}
(buy(445)) --> (buy(595)), {C=0.08333333333333334, S=0.00048633401420095323}
(buy(445)) --> (buy(688)), {C=0.08333333333333334, S=0.00048633401420095323}
(buy(445)) --> (buy(761)), {C=0.13333333333333333, S=0.0007781344227215252}
(buy(445)) --> (buy(971)), {C=0.08333333333333334, S=0.00048633401420095323}
(buy(445)) --> (buy(977)), {C=0.09999999999999999, S=0.0005836008170411438}
(buy(445)) --> (buy(1007)), {C=0.08333333333333334, S=0.00048633401420095323}
(buy(445)) --> (buy(1028)), {C=0.08333333333333334, S=0.00048633401420095323}
(buy(445)) --> (buy(1124)), {C=0.08333333333333334, S=0.00048633401420095323}
(buy(445)) --> (buy(1217)), {C=0.08333333333333334, S=0.00048633401420095323}
(buy(445)) --> (buy(1250)), {C=0.08333333333333334, S=0.00048633401420095323}
(buy(445)) --> (buy(1389)), {C=0.08333333333333334, S=0.00048633401420095323}
(buy(445)) --> (buy(1465)), {C=0.08333333333333334, S=0.00048633401420095323}
