(buy(478)) --> (buy(428)), {C=0.08620689655172414, S=0.00048633401420095323}
(buy(478)) --> (buy(484)), {C=0.10344827586206895, S=0.0005836008170411438}
(buy(478)) --> (buy(555)), {C=0.10344827586206895, S=0.0005836008170411438}
(buy(478)) --> (buy(661)), {C=0.08620689655172414, S=0.00048633401420095323}
(buy(478)) --> (buy(684)), {C=0.10344827586206895, S=0.0005836008170411438}
(buy(478)) --> (buy(744)), {C=0.10344827586206895, S=0.0005836008170411438}
(buy(478)) --> (buy(778)), {C=0.08620689655172414, S=0.00048633401420095323}
(buy(478)) --> (buy(933)), {C=0.08620689655172414, S=0.00048633401420095323}
(buy(478)) --> (buy(1154)), {C=0.10344827586206895, S=0.0005836008170411438}
(buy(478)) --> (buy(1254)), {C=0.08620689655172414, S=0.00048633401420095323}
(buy(478)) --> (buy(1378)), {C=0.08620689655172414, S=0.00048633401420095323}
