(buy(546)) --> (buy(130)), {C=0.0819672131147541, S=0.00048633401420095323}
(buy(546)) --> (buy(136)), {C=0.09836065573770492, S=0.0005836008170411438}
(buy(546)) --> (buy(223)), {C=0.0819672131147541, S=0.00048633401420095323}
(buy(546)) --> (buy(334)), {C=0.09836065573770492, S=0.0005836008170411438}
(buy(546)) --> (buy(390)), {C=0.0819672131147541, S=0.00048633401420095323}
(buy(546)) --> (buy(443)), {C=0.0819672131147541, S=0.00048633401420095323}
(buy(546)) --> (buy(446)), {C=0.0819672131147541, S=0.00048633401420095323}
(buy(546)) --> (buy(463)), {C=0.0819672131147541, S=0.00048633401420095323}
(buy(546)) --> (buy(519)), {C=0.09836065573770492, S=0.0005836008170411438}
(buy(546)) --> (buy(527)), {C=0.09836065573770492, S=0.0005836008170411438}
(buy(546)) --> (buy(543)), {C=0.0819672131147541, S=0.00048633401420095323}
(buy(546)) --> (buy(617)), {C=0.0819672131147541, S=0.00048633401420095323}
(buy(546)) --> (buy(916)), {C=0.0819672131147541, S=0.00048633401420095323}
(buy(546)) --> (buy(928)), {C=0.0819672131147541, S=0.00048633401420095323}
(buy(546)) --> (buy(931)), {C=0.0819672131147541, S=0.00048633401420095323}
(buy(546)) --> (buy(943)), {C=0.0819672131147541, S=0.00048633401420095323}
(buy(546)) --> (buy(948)), {C=0.0819672131147541, S=0.00048633401420095323}
(buy(546)) --> (buy(1068)), {C=0.0819672131147541, S=0.00048633401420095323}
(buy(546)) --> (buy(1112)), {C=0.0819672131147541, S=0.00048633401420095323}
(buy(546)) --> (buy(1230)), {C=0.0819672131147541, S=0.00048633401420095323}
(buy(546)) --> (buy(1346)), {C=0.0819672131147541, S=0.00048633401420095323}
(buy(546)) --> (buy(1395)), {C=0.0819672131147541, S=0.00048633401420095323}
(buy(546)) --> (buy(1487)), {C=0.0819672131147541, S=0.00048633401420095323}
