(buy(326)) --> (buy(143)), {C=0.11538461538461538, S=0.0005836008170411438}
(buy(326)) --> (buy(293)), {C=0.09615384615384616, S=0.00048633401420095323}
(buy(326)) --> (buy(426)), {C=0.09615384615384616, S=0.00048633401420095323}
(buy(326)) --> (buy(503)), {C=0.09615384615384616, S=0.00048633401420095323}
(buy(326)) --> (buy(559)), {C=0.09615384615384616, S=0.00048633401420095323}
(buy(326)) --> (buy(603)), {C=0.1346153846153846, S=0.0006808676198813345}
(buy(326)) --> (buy(800)), {C=0.11538461538461538, S=0.0005836008170411438}
(buy(326)) --> (buy(883)), {C=0.09615384615384616, S=0.00048633401420095323}
(buy(326)) --> (buy(952)), {C=0.09615384615384616, S=0.00048633401420095323}
(buy(326)) --> (buy(1046)), {C=0.09615384615384616, S=0.00048633401420095323}
(buy(326)) --> (buy(1152)), {C=0.11538461538461538, S=0.0005836008170411438}
(buy(326)) --> (buy(1362)), {C=0.11538461538461538, S=0.0005836008170411438}
