(buy(1526)) --> (buy(74)), {C=0.07936507936507937, S=0.00048633401420095323}
(buy(1526)) --> (buy(224)), {C=0.09523809523809523, S=0.0005836008170411438}
(buy(1526)) --> (buy(250)), {C=0.09523809523809523, S=0.0005836008170411438}
(buy(1526)) --> (buy(264)), {C=0.07936507936507937, S=0.00048633401420095323}
(buy(1526)) --> (buy(440)), {C=0.09523809523809523, S=0.0005836008170411438}
(buy(1526)) --> (buy(460)), {C=0.07936507936507937, S=0.00048633401420095323}
(buy(1526)) --> (buy(544)), {C=0.07936507936507937, S=0.00048633401420095323}
(buy(1526)) --> (buy(710)), {C=0.07936507936507937, S=0.00048633401420095323}
(buy(1526)) --> (buy(727)), {C=0.07936507936507937, S=0.00048633401420095323}
(buy(1526)) --> (buy(783)), {C=0.07936507936507937, S=0.00048633401420095323}
(buy(1526)) --> (buy(790)), {C=0.07936507936507937, S=0.00048633401420095323}
(buy(1526)) --> (buy(994)), {C=0.07936507936507937, S=0.00048633401420095323}
(buy(1526)) --> (buy(1000)), {C=0.1111111111111111, S=0.0006808676198813345}
(buy(1526)) --> (buy(1010)), {C=0.07936507936507937, S=0.00048633401420095323}
(buy(1526)) --> (buy(1085)), {C=0.07936507936507937, S=0.00048633401420095323}
(buy(1526)) --> (buy(1127)), {C=0.07936507936507937, S=0.00048633401420095323}
(buy(1526)) --> (buy(1276)), {C=0.07936507936507937, S=0.00048633401420095323}
(buy(1526)) --> (buy(1303)), {C=0.07936507936507937, S=0.00048633401420095323}
(buy(1526)) --> (buy(1397)), {C=0.07936507936507937, S=0.00048633401420095323}
(buy(1526)) --> (buy(1460)), {C=0.09523809523809523, S=0.0005836008170411438}
(buy(1526)) --> (buy(1476)), {C=0.1111111111111111, S=0.0006808676198813345}
(buy(1526)) --> (buy(1558)), {C=0.07936507936507937, S=0.00048633401420095323}
