(buy(845)) --> (buy(90)), {C=0.09433962264150944, S=0.00048633401420095323}
(buy(845)) --> (buy(364)), {C=0.09433962264150944, S=0.00048633401420095323}
(buy(845)) --> (buy(563)), {C=0.09433962264150944, S=0.00048633401420095323}
(buy(845)) --> (buy(582)), {C=0.09433962264150944, S=0.00048633401420095323}
(buy(845)) --> (buy(611)), {C=0.11320754716981131, S=0.0005836008170411438}
(buy(845)) --> (buy(625)), {C=0.09433962264150944, S=0.00048633401420095323}
(buy(845)) --> (buy(760)), {C=0.09433962264150944, S=0.00048633401420095323}
(buy(845)) --> (buy(928)), {C=0.11320754716981131, S=0.0005836008170411438}
(buy(845)) --> (buy(934)), {C=0.09433962264150944, S=0.00048633401420095323}
(buy(845)) --> (buy(1089)), {C=0.11320754716981131, S=0.0005836008170411438}
(buy(845)) --> (buy(1112)), {C=0.09433962264150944, S=0.00048633401420095323}
(buy(845)) --> (buy(1218)), {C=0.09433962264150944, S=0.00048633401420095323}
(buy(845)) --> (buy(1361)), {C=0.09433962264150944, S=0.00048633401420095323}
(buy(845)) --> (buy(1428)), {C=0.11320754716981131, S=0.0005836008170411438}
(buy(845)) --> (buy(1457)), {C=0.09433962264150944, S=0.00048633401420095323}
