(buy(1099)) --> (buy(13)), {C=0.09433962264150944, S=0.00048633401420095323}
(buy(1099)) --> (buy(183)), {C=0.11320754716981131, S=0.0005836008170411438}
(buy(1099)) --> (buy(256)), {C=0.09433962264150944, S=0.00048633401420095323}
(buy(1099)) --> (buy(390)), {C=0.09433962264150944, S=0.00048633401420095323}
(buy(1099)) --> (buy(832)), {C=0.11320754716981131, S=0.0005836008170411438}
(buy(1099)) --> (buy(871)), {C=0.09433962264150944, S=0.00048633401420095323}
(buy(1099)) --> (buy(905)), {C=0.11320754716981131, S=0.0005836008170411438}
(buy(1099)) --> (buy(1032)), {C=0.09433962264150944, S=0.00048633401420095323}
(buy(1099)) --> (buy(1076)), {C=0.09433962264150944, S=0.00048633401420095323}
(buy(1099)) --> (buy(1104)), {C=0.09433962264150944, S=0.00048633401420095323}
(buy(1099)) --> (buy(1398)), {C=0.09433962264150944, S=0.00048633401420095323}
(buy(1099)) --> (buy(1558)), {C=0.09433962264150944, S=0.00048633401420095323}
