(buy(1412)) --> (buy(164)), {C=0.10169491525423728, S=0.0005836008170411438}
(buy(1412)) --> (buy(413)), {C=0.0847457627118644, S=0.00048633401420095323}
(buy(1412)) --> (buy(652)), {C=0.0847457627118644, S=0.00048633401420095323}
(buy(1412)) --> (buy(709)), {C=0.0847457627118644, S=0.00048633401420095323}
(buy(1412)) --> (buy(958)), {C=0.0847457627118644, S=0.00048633401420095323}
(buy(1412)) --> (buy(969)), {C=0.11864406779661016, S=0.0006808676198813345}
(buy(1412)) --> (buy(1036)), {C=0.10169491525423728, S=0.0005836008170411438}
(buy(1412)) --> (buy(1042)), {C=0.10169491525423728, S=0.0005836008170411438}
(buy(1412)) --> (buy(1079)), {C=0.0847457627118644, S=0.00048633401420095323}
(buy(1412)) --> (buy(1080)), {C=0.0847457627118644, S=0.00048633401420095323}
(buy(1412)) --> (buy(1245)), {C=0.10169491525423728, S=0.0005836008170411438}
(buy(1412)) --> (buy(1434)), {C=0.11864406779661016, S=0.0006808676198813345}
(buy(1412)) --> (buy(1445)), {C=0.0847457627118644, S=0.00048633401420095323}
(buy(1412)) --> (buy(1455)), {C=0.0847457627118644, S=0.00048633401420095323}
(buy(1412)) --> (buy(1462)), {C=0.10169491525423728, S=0.0005836008170411438}
(buy(1412)) --> (buy(1485)), {C=0.0847457627118644, S=0.00048633401420095323}
(buy(1412)) --> (buy(1495)), {C=0.10169491525423728, S=0.0005836008170411438}
(buy(1412)) --> (buy(1529)), {C=0.0847457627118644, S=0.00048633401420095323}
