(buy(1366)) --> (buy(41)), {C=0.0819672131147541, S=0.00048633401420095323}
(buy(1366)) --> (buy(124)), {C=0.0819672131147541, S=0.00048633401420095323}
(buy(1366)) --> (buy(138)), {C=0.09836065573770492, S=0.0005836008170411438}
(buy(1366)) --> (buy(284)), {C=0.0819672131147541, S=0.00048633401420095323}
(buy(1366)) --> (buy(334)), {C=0.0819672131147541, S=0.00048633401420095323}
(buy(1366)) --> (buy(351)), {C=0.0819672131147541, S=0.00048633401420095323}
(buy(1366)) --> (buy(390)), {C=0.0819672131147541, S=0.00048633401420095323}
(buy(1366)) --> (buy(417)), {C=0.0819672131147541, S=0.00048633401420095323}
(buy(1366)) --> (buy(573)), {C=0.09836065573770492, S=0.0005836008170411438}
(buy(1366)) --> (buy(613)), {C=0.09836065573770492, S=0.0005836008170411438}
(buy(1366)) --> (buy(984)), {C=0.0819672131147541, S=0.00048633401420095323}
(buy(1366)) --> (buy(1012)), {C=0.0819672131147541, S=0.00048633401420095323}
(buy(1366)) --> (buy(1066)), {C=0.0819672131147541, S=0.00048633401420095323}
(buy(1366)) --> (buy(1199)), {C=0.0819672131147541, S=0.00048633401420095323}
(buy(1366)) --> (buy(1212)), {C=0.09836065573770492, S=0.0005836008170411438}
(buy(1366)) --> (buy(1249)), {C=0.0819672131147541, S=0.00048633401420095323}
(buy(1366)) --> (buy(1266)), {C=0.0819672131147541, S=0.00048633401420095323}
(buy(1366)) --> (buy(1317)), {C=0.0819672131147541, S=0.00048633401420095323}
(buy(1366)) --> (buy(1334)), {C=0.0819672131147541, S=0.00048633401420095323}
(buy(1366)) --> (buy(1335)), {C=0.11475409836065573, S=0.0006808676198813345}
