(house_owner(Y))(buy(1031)) --> (buy(43)), {C=0.0009674298613350532, S=0.0005836008170411438}
(house_owner(Y))(buy(1031)) --> (buy(271)), {C=0.0008061915511125444, S=0.00048633401420095323}
(house_owner(Y))(buy(1031)) --> (buy(315)), {C=0.0008061915511125444, S=0.00048633401420095323}
(house_owner(Y))(buy(1031)) --> (buy(353)), {C=0.0009674298613350532, S=0.0005836008170411438}
(house_owner(Y))(buy(1031)) --> (buy(465)), {C=0.0008061915511125444, S=0.00048633401420095323}
(house_owner(Y))(buy(1031)) --> (buy(848)), {C=0.0008061915511125444, S=0.00048633401420095323}
(house_owner(Y))(buy(1031)) --> (buy(1064)), {C=0.0008061915511125444, S=0.00048633401420095323}
(house_owner(Y))(buy(1031)) --> (buy(1314)), {C=0.0008061915511125444, S=0.00048633401420095323}
(house_owner(Y))(buy(1031)) --> (buy(1525)), {C=0.0008061915511125444, S=0.00048633401420095323}
